1, 6
2, 11
3, 5
4, 1
5, 3
6, 4
8, 3
9, 8
10, 3
11, 3
12, 4
13, 2
14, 2
15, 3
16, 1
17, 2
18, 3
19, 1
20, 2
21, 1
22, 3
23, 3
24, 4
25, 3
26, 4
27, 6
28, 2
29, 5
30, 3
31, 2
32, 2
33, 5
34, 2
35, 1
36, 3
37, 1
38, 1
39, 1
40, 1
41, 4
44, 1
45, 2
46, 5
47, 1
48, 1
50, 2
51, 1
52, 1
53, 1
54, 3
56, 1
58, 1
59, 1
61, 1
62, 1
65, 2
67, 1
69, 2
70, 2
71, 2
74, 1
77, 1
78, 1
79, 1
80, 1
81, 1
83, 1
87, 1
90, 1
91, 1
97, 1
101, 2
104, 1
107, 1
108, 1
119, 1
125, 1
132, 2
136, 2
150, 1
151, 1
154, 1
160, 1
168, 1
174, 1
176, 1
205, 1
207, 1
214, 2
231, 1
232, 1
273, 1
274, 1
289, 1
347, 1
380, 1
384, 1
396, 1
398, 1
418, 1
627, 1
1284, 1
1565, 1
2106, 1
avg, 72.5196
perc, 30.5876
